Customer_ID,First_Name,Last_Name,Age,City,Customer_Since,Income,Year,Month,Day,Loyalty_Tier_Gold,Loyalty_Tier_Platinum,Loyalty_Tier_Silver,Gender_Male,Gender_Other,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widowed,Preferred_Channel_Online,Preferred_Channel_Store,Loyalty_Tier_Gold,Loyalty_Tier_Platinum,Loyalty_Tier_Silver,State_Bihar,State_Chandigarh,State_Delhi,State_Gujarat,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Odisha,State_Punjab,State_Rajasthan,State_Tamil Nadu,State_Telangana,State_Uttar Pradesh,State_West Bengal,Occupation_Doctor,Occupation_Engineer,Occupation_Government Employee,Occupation_Homemaker,Occupation_IT Professional,Occupation_Retail Employee,Occupation_Retired,Occupation_Sales Executive,Occupation_Self-Employed,Occupation_Student,Occupation_Teacher,Age_group_Adult,Age_group_Middle_Age,Age_group_Old_Age,Income_bin_Medium,Income_bin_High,Income_bin_Very High
CUST000012,Nathaniel,Sami,32.0,Mumbai,2018-11-25,28500.0,2018,11,25,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CUST000013,Panini,Mall,41.0,Kolkata,2018-10-31,24800.0,2018,10,31,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CUST000014,Garima,Kale,18.0,Pune,2026-07-11,77200.0,2026,7,11,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CUST000015,Om,Chaudry,18.0,Pune,2026-07-11,7400.0,2026,7,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000016,Charita,Rai,31.0,Jaipur,2019-12-07,15400.0,2019,12,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000017,Chanakya,Parmer,25.0,Mumbai,2020-06-14,54100.0,2020,6,14,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUST000018,Pooja,Lalla,42.0,Bhubaneswar,2019-09-24,165300.0,2019,9,24,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CUST000019,Anya,Sharaf,26.0,Chennai,2018-10-13,118800.0,2018,10,13,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CUST000020,Diya,Radhakrishnan,20.0,Amritsar,2024-08-16,12500.0,2024,8,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000021,Chaaya,Memon,57.0,Mumbai,2021-04-06,32000.0,2021,4,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
CUST000022,Pratyush,Handa,35.0,Kolkata,2021-07-11,107400.0,2021,7,11,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CUST000023,Bhavya,Bath,39.0,Mysuru,2020-07-14,227800.0,2020,7,14,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
CUST000024,Jhalak,Mann,19.0,Varanasi,2025-08-16,14100.0,2025,8,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000025,Balveer,Kaul,31.0,Hyderabad,2020-05-01,176700.0,2020,5,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CUST000026,Chandresh,Rai,39.0,New Delhi,2020-02-12,170700.0,2020,2,12,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000027,Liam,Setty,23.0,Chandigarh,2021-08-16,123900.0,2021,8,16,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CUST000028,Qabil,Gaba,43.0,Hyderabad,2020-06-13,54800.0,2020,6,13,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CUST000029,Qasim,Pant,30.0,Mumbai,2020-08-19,71500.0,2020,8,19,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUST000030,Jagrati,Loke,34.0,Hyderabad,2019-02-22,89900.0,2019,2,22,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUST000031,Balendra,Garg,30.0,Ahmedabad,2019-01-28,100200.0,2019,1,28,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CUST000032,Jason,Gade,62.0,New Delhi,2020-12-04,6500.0,2020,12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CUST000033,Vedhika,Raghavan,38.0,Warangal,2020-09-05,58000.0,2020,9,5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CUST000034,Lopa,Kanda,24.0,Mumbai,2020-08-16,65000.0,2020,8,16,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CUST000035,Omaja,Bhalla,49.0,Kolkata,2021-05-21,82100.0,2021,5,21,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
CUST000036,Ishwar,Balay,22.0,Jaipur,2022-08-17,9600.0,2022,8,17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000037,Nisha,Rattan,41.0,Hyderabad,2020-04-12,107500.0,2020,4,12,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
CUST000038,Lipika,Bhatti,18.0,Hyderabad,2026-07-11,65800.0,2026,7,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUST000039,Hitesh,Murty,21.0,Pune,2023-08-17,88800.0,2023,8,17,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CUST000040,Hitesh,Tata,41.0,Delhi,2020-05-08,222200.0,2020,5,8,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000041,Siya,Shanker,48.0,Nagpur,2019-05-12,343000.0,2019,5,12,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CUST000042,Eshana,Lanka,40.0,Chennai,2019-02-08,162500.0,2019,2,8,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000043,Ekiya,Koshy,36.0,Coimbatore,2018-09-08,48600.0,2018,9,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CUST000044,Lekha,Sangha,34.0,Guwahati,2021-05-27,65800.0,2021,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CUST000045,Sudiksha,Pathak,19.0,Mumbai,2025-08-16,12400.0,2025,8,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000046,Januja,Devi,29.0,Kolkata,2019-05-10,157800.0,2019,5,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CUST000047,Yatin,Chand,32.0,Coimbatore,2020-01-02,114800.0,2020,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUST000048,Arjun,Choudhary,52.0,Chennai,2020-08-22,225400.0,2020,8,22,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CUST000049,Faraj,Dutta,42.0,Bhopal,2021-01-03,57500.0,2021,1,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CUST000050,Udyati,Bhatt,18.0,Delhi,2026-07-11,9600.0,2026,7,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000051,Sanya,Raj,42.0,Mumbai,2020-05-03,13100.0,2020,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
CUST000052,Vinaya,Wadhwa,33.0,Ahmedabad,2021-02-03,236700.0,2021,2,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CUST000053,Jeremiah,Apte,29.0,Mysuru,2018-09-25,22100.0,2018,9,25,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CUST000054,Deepa,Yadav,46.0,Mumbai,2021-04-20,175300.0,2021,4,20,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000055,Kiaan,Oak,51.0,New Delhi,2018-09-01,15900.0,2018,9,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CUST000056,Daksh,Memon,50.0,Bengaluru,2019-02-06,37000.0,2019,2,6,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
CUST000057,Urishilla,Dugar,27.0,Kolkata,2020-05-10,172700.0,2020,5,10,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUST000058,Vasana,Aggarwal,34.0,Delhi,2019-05-29,145100.0,2019,5,29,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUST000059,Adya,Tella,42.0,Hyderabad,2019-08-11,211500.0,2019,8,11,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
CUST000060,Gaurav,Tripathi,51.0,Chennai,2020-12-26,69400.0,2020,12,26,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
CUST000061,Damyanti,Misra,32.0,Chennai,2020-08-10,127400.0,2020,8,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CUST000062,Zehaan,Issac,36.0,Amritsar,2020-02-01,173100.0,2020,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CUST000063,Faraj,Prakash,24.0,Mumbai,2020-08-16,43000.0,2020,8,16,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CUST000064,Gaurika,Zacharia,22.0,Guwahati,2022-08-17,7900.0,2022,8,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000065,Zilmil,Acharya,49.0,Kolkata,2020-03-16,38600.0,2020,3,16,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
CUST000066,Ojasvi,Suresh,38.0,Jodhpur,2020-04-18,163500.0,2020,4,18,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000067,Aditya,Choudhury,37.0,Hyderabad,2020-02-17,82200.0,2020,2,17,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
CUST000068,Radhika,Mohanty,51.0,Chennai,2020-04-27,115300.0,2020,4,27,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
CUST000069,Jagdish,Bhardwaj,43.0,Indore,2020-01-01,65800.0,2020,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
CUST000070,Kavya,Brar,30.0,Patna,2018-12-17,134400.0,2018,12,17,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CUST000071,Brijesh,Sunder,43.0,Delhi,2019-09-23,37700.0,2019,9,23,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
CUST000072,Bakhshi,Walia,58.0,Delhi,2019-06-16,202200.0,2019,6,16,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CUST000073,Edhitha,Dave,38.0,Chennai,2019-11-01,159000.0,2019,11,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000074,Vyanjana,Gandhi,38.0,Patna,2019-09-12,194800.0,2019,9,12,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000075,Kevin,Wable,18.0,Bengaluru,2026-07-11,15700.0,2026,7,11,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000076,Siddharth,Kakar,49.0,Ahmedabad,2021-07-18,196300.0,2021,7,18,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000077,Irya,Muni,39.0,Ahmedabad,2018-08-17,19100.0,2018,8,17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
CUST000078,Ryan,Prakash,34.0,Udaipur,2021-07-10,8700.0,2021,7,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000079,Theodore,Varughese,39.0,Kolkata,2020-06-09,150700.0,2020,6,9,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST000080,Upkaar,Dara,18.0,Hyderabad,2026-07-11,7900.0,2026,7,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST000081,Jatin,Kar,35.0,Bhubaneswar,2021-05-02,97800.0,2021,5,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CUST000082,Bhavika,Nigam,43.0,Kolkata,2019-03-31,49200.0,2019,3,31,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CUST000083,Aishani,Karpe,57.0,Surat,2020-05-07,224000.0,2020,5,7,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
CUST000084,Januja,Amble,31.0,Mysuru,2019-03-22,77100.0,2019,3,22,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUST000085,Ekavir,Bhargava,27.0,Ahmedabad,2020-10-21,65800.0,2020,10,21,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUST000086,Ishwar,Bir,31.0,New Delhi,2020-11-08,67700.0,2020,11,8,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CUST000087,Amol,Narayanan,50.0,Delhi,2020-11-14,14200.0,2020,11,14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CUST000088,Balendra,Varkey,42.0,Ahmedabad,2019-10-11,99800.0,2019,10,11,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CUST000089,Jagat,Mallick,31.0,Chennai,2019-03-07,125200.0,2019,3,7,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CUST000090,Xavier,Kala,45.0,Ahmedabad,2020-04-08,62900.0,2020,4,8,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CUST000091,Ekaja,Solanki,39.0,Bengaluru,2020-06-27,37300.0,2020,6,27,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
CUST000092,Keya,Solanki,51.0,Kolkata,2018-09-14,155600.0,2018,9,14,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CUST000093,Samar,Gupta,29.0,Warangal,2021-04-10,12700.0,2021,4,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST000094,Charvi,Chatterjee,34.0,Kolkata,2020-03-01,177500.0,2020,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CUST000095,Upasna,Pandya,33.0,Bengaluru,2020-05-26,28200.0,2020,5,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CUST000096,Udyati,Roy,19.0,Ahmedabad,2025-08-16,18100.0,2025,8,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
